term,corr,state,freq
pressure,-0.009,1,beta
neocortical,-0.009,1,beta
reho,-0.009,1,beta
concurrently,-0.009,1,beta
semantically,-0.009,1,beta
dorsal anterior,-0.009,1,beta
behaviors,-0.009,1,beta
impulsivity,-0.009,1,beta
frontal cortices,-0.009,1,beta
abuse,-0.009,1,beta
gyrus ifg,-0.009,1,beta
cortex involved,-0.009,1,beta
progressive,-0.009,1,beta
insula inferior,-0.01,1,beta
verbal,-0.01,1,beta
eating,-0.01,1,beta
unilateral,-0.01,1,beta
loss,-0.01,1,beta
consciousness,-0.01,1,beta
mirror,-0.01,1,beta
intensity,-0.01,1,beta
frontal cortex,-0.01,1,beta
major depression,-0.01,1,beta
diseases,-0.01,1,beta
conflict,-0.01,1,beta
passive viewing,-0.01,1,beta
traits,-0.01,1,beta
parahippocampus,-0.01,1,beta
prediction,-0.01,1,beta
inferior middle,-0.01,1,beta
multiple sclerosis,-0.01,1,beta
cortex acc,-0.01,1,beta
manual,-0.01,1,beta
ifg,-0.01,1,beta
disgust,-0.01,1,beta
saccade,-0.01,1,beta
learn,-0.01,1,beta
behavioral responses,-0.01,1,beta
opercularis,-0.01,1,beta
anticipatory,-0.01,1,beta
choose,-0.01,1,beta
parietal lobes,-0.01,1,beta
negative feedback,-0.01,1,beta
repetition suppression,-0.01,1,beta
reactions,-0.01,1,beta
acts,-0.01,1,beta
emotionally,-0.01,1,beta
dysregulation,-0.01,1,beta
cognitive,-0.01,1,beta
anterior intraparietal,-0.011,1,beta
associative,-0.011,1,beta
aging,-0.011,1,beta
performance,-0.011,1,beta
integrative,-0.011,1,beta
regulating,-0.011,1,beta
insular,-0.011,1,beta
rostral,-0.011,1,beta
prefrontal cortical,-0.011,1,beta
reactivity,-0.011,1,beta
emotional stimuli,-0.011,1,beta
avoidance,-0.011,1,beta
choice,-0.011,1,beta
addiction,-0.011,1,beta
personality traits,-0.011,1,beta
planning,-0.011,1,beta
expectancy,-0.011,1,beta
fronto parietal,-0.011,1,beta
cortex insula,-0.011,1,beta
dorsal medial,-0.011,1,beta
cognitive control,-0.011,1,beta
impulsive,-0.011,1,beta
outcome,-0.011,1,beta
divided,-0.011,1,beta
skin,-0.012,1,beta
disability,-0.012,1,beta
memory task,-0.012,1,beta
animal,-0.012,1,beta
executive functions,-0.012,1,beta
subcortical structures,-0.012,1,beta
sensation,-0.012,1,beta
hemispheres,-0.012,1,beta
anxiety,-0.012,1,beta
value,-0.012,1,beta
self reported,-0.012,1,beta
cortical,-0.012,1,beta
controls,-0.012,1,beta
chosen,-0.012,1,beta
ratings,-0.012,1,beta
arterial spin,-0.012,1,beta
photographs,-0.012,1,beta
delay,-0.012,1,beta
arterial,-0.012,1,beta
money,-0.012,1,beta
recognizing,-0.012,1,beta
interference,-0.012,1,beta
inferior superior,-0.012,1,beta
emotional information,-0.012,1,beta
orbitofrontal cortex,-0.012,1,beta
ba,-0.012,1,beta
amygdala responses,-0.012,1,beta
happy,-0.012,1,beta
decision,-0.012,1,beta
cingulate cortices,-0.012,1,beta
amygdala insula,-0.012,1,beta
gm,-0.012,1,beta
outcomes,-0.012,1,beta
negative positive,-0.012,1,beta
medial frontal,-0.012,1,beta
decision task,-0.013,1,beta
competing,-0.013,1,beta
storage,-0.013,1,beta
game,-0.013,1,beta
emotional,-0.013,1,beta
serial,-0.013,1,beta
frontal lobe,-0.013,1,beta
atrophy,-0.013,1,beta
valence,-0.013,1,beta
older adults,-0.013,1,beta
amygdala hippocampus,-0.013,1,beta
medial orbitofrontal,-0.013,1,beta
regulation,-0.013,1,beta
cortex dmpfc,-0.013,1,beta
dorsomedial,-0.013,1,beta
integrity,-0.013,1,beta
anterior hippocampus,-0.013,1,beta
frontal eye,-0.013,1,beta
prediction error,-0.013,1,beta
choices,-0.013,1,beta
response inhibition,-0.013,1,beta
fearful,-0.013,1,beta
food,-0.014,1,beta
amygdala response,-0.014,1,beta
decision making,-0.014,1,beta
generation,-0.014,1,beta
gm volume,-0.014,1,beta
heart,-0.014,1,beta
anterior,-0.014,1,beta
neutral faces,-0.014,1,beta
modulatory,-0.014,1,beta
prefrontal cortices,-0.014,1,beta
negative,-0.014,1,beta
dorsal,-0.014,1,beta
chronic pain,-0.014,1,beta
lobe,-0.014,1,beta
verbal fluency,-0.014,1,beta
difficulty,-0.014,1,beta
eye field,-0.014,1,beta
acc,-0.014,1,beta
pd,-0.014,1,beta
gyrus cerebellum,-0.014,1,beta
imagined,-0.015,1,beta
control,-0.015,1,beta
pfc,-0.015,1,beta
orbitofrontal,-0.015,1,beta
load,-0.015,1,beta
dominant,-0.015,1,beta
middle frontal,-0.015,1,beta
locus,-0.015,1,beta
injury,-0.015,1,beta
wm task,-0.015,1,beta
lobule,-0.015,1,beta
learning task,-0.015,1,beta
amygdala,-0.015,1,beta
frontal lobes,-0.015,1,beta
learning,-0.015,1,beta
hands,-0.015,1,beta
si,-0.015,1,beta
cortex dlpfc,-0.015,1,beta
gambling,-0.015,1,beta
taste,-0.015,1,beta
fearful faces,-0.015,1,beta
affective,-0.016,1,beta
fluency,-0.016,1,beta
arousal,-0.016,1,beta
extinction,-0.016,1,beta
fear,-0.016,1,beta
cortex thalamus,-0.016,1,beta
interhemispheric,-0.016,1,beta
motor pre,-0.016,1,beta
fronto striatal,-0.016,1,beta
subgenual,-0.016,1,beta
olfactory,-0.016,1,beta
reinforcement learning,-0.016,1,beta
dorsolateral pfc,-0.016,1,beta
mood,-0.016,1,beta
resting state,-0.016,1,beta
ptsd,-0.016,1,beta
dmpfc,-0.017,1,beta
heart rate,-0.017,1,beta
maintenance,-0.017,1,beta
punishment,-0.017,1,beta
globus,-0.017,1,beta
disease pd,-0.017,1,beta
neutral,-0.017,1,beta
gyrus medial,-0.017,1,beta
sensations,-0.017,1,beta
visuomotor,-0.017,1,beta
secondary somatosensory,-0.017,1,beta
risk taking,-0.017,1,beta
dopamine,-0.017,1,beta
primary secondary,-0.017,1,beta
aversive,-0.017,1,beta
cingulate cortex,-0.018,1,beta
parkinson disease,-0.018,1,beta
skin conductance,-0.018,1,beta
limbic,-0.018,1,beta
superior inferior,-0.018,1,beta
somatosensory cortices,-0.018,1,beta
memory load,-0.018,1,beta
lateral frontal,-0.018,1,beta
stimulation tms,-0.018,1,beta
demands,-0.018,1,beta
ventral,-0.018,1,beta
parahippocampal cortex,-0.018,1,beta
painful,-0.018,1,beta
conductance,-0.018,1,beta
timing,-0.018,1,beta
reorganization,-0.018,1,beta
globus pallidus,-0.018,1,beta
rhythm,-0.018,1,beta
pallidus,-0.018,1,beta
postcentral gyrus,-0.019,1,beta
insula,-0.019,1,beta
executive,-0.019,1,beta
insula anterior,-0.019,1,beta
sexual,-0.019,1,beta
gains,-0.019,1,beta
monetary incentive,-0.019,1,beta
rewarding,-0.019,1,beta
motivational,-0.019,1,beta
oral,-0.019,1,beta
gain,-0.019,1,beta
updating,-0.019,1,beta
medial temporal,-0.019,1,beta
dlpfc,-0.019,1,beta
losses,-0.02,1,beta
monetary reward,-0.02,1,beta
rewards,-0.02,1,beta
dopaminergic,-0.02,1,beta
neutral pictures,-0.02,1,beta
anterior insular,-0.02,1,beta
parkinson,-0.02,1,beta
reinforcement,-0.02,1,beta
incentive delay,-0.021,1,beta
rehearsal,-0.021,1,beta
resting,-0.021,1,beta
prefrontal parietal,-0.021,1,beta
dorsal striatum,-0.021,1,beta
rehabilitation,-0.021,1,beta
frontal,-0.021,1,beta
reward anticipation,-0.021,1,beta
middle cingulate,-0.021,1,beta
autonomic,-0.021,1,beta
sequential,-0.021,1,beta
memory wm,-0.022,1,beta
incentive,-0.022,1,beta
conditioned,-0.022,1,beta
motivation,-0.022,1,beta
magnetic stimulation,-0.022,1,beta
sequence,-0.023,1,beta
wm,-0.023,1,beta
accumbens,-0.023,1,beta
thalamic,-0.023,1,beta
sensory motor,-0.023,1,beta
verbal working,-0.023,1,beta
anterior insula,-0.023,1,beta
fasciculus,-0.023,1,beta
nucleus accumbens,-0.023,1,beta
declines,-0.024,1,beta
stroke,-0.024,1,beta
mesolimbic,-0.024,1,beta
hippocampal,-0.024,1,beta
anticipation,-0.024,1,beta
monetary,-0.024,1,beta
task,-0.025,1,beta
cortex cerebellum,-0.026,1,beta
ventral tegmental,-0.026,1,beta
s1,-0.026,1,beta
ventral striatum,-0.026,1,beta
fiber,-0.026,1,beta
periaqueductal,-0.027,1,beta
postcentral,-0.027,1,beta
substantia,-0.027,1,beta
hypothalamus,-0.027,1,beta
tasks,-0.027,1,beta
working memory,-0.027,1,beta
pre supplementary,-0.027,1,beta
tegmental,-0.027,1,beta
working,-0.027,1,beta
compensation,-0.027,1,beta
parahippocampal gyrus,-0.028,1,beta
hippocampus,-0.028,1,beta
caudal,-0.028,1,beta
conditioning,-0.028,1,beta
mtl,-0.028,1,beta
parahippocampal,-0.028,1,beta
preparation,-0.028,1,beta
nociceptive,-0.028,1,beta
cortico,-0.028,1,beta
pre sma,-0.028,1,beta
corpus,-0.029,1,beta
callosum,-0.03,1,beta
pain,-0.03,1,beta
imagery,-0.03,1,beta
corpus callosum,-0.03,1,beta
ventral premotor,-0.031,1,beta
lobe mtl,-0.031,1,beta
sensorimotor network,-0.031,1,beta
caudate nucleus,-0.031,1,beta
fa,-0.032,1,beta
primary somatosensory,-0.032,1,beta
brainstem,-0.032,1,beta
dorsolateral prefrontal,-0.032,1,beta
noxious,-0.033,1,beta
loop,-0.033,1,beta
somatosensory cortex,-0.033,1,beta
motor function,-0.033,1,beta
striatal,-0.036,1,beta
arm,-0.036,1,beta
midbrain,-0.036,1,beta
caudate,-0.036,1,beta
reward,-0.036,1,beta
subcortical,-0.037,1,beta
executed,-0.037,1,beta
handed,-0.038,1,beta
hand movements,-0.038,1,beta
thalamus,-0.038,1,beta
motor control,-0.039,1,beta
dorsolateral,-0.039,1,beta
putamen,-0.039,1,beta
anterior cingulate,-0.039,1,beta
striatum,-0.04,1,beta
index finger,-0.041,1,beta
muscle,-0.044,1,beta
execution,-0.044,1,beta
contralateral,-0.044,1,beta
motor task,-0.045,1,beta
force,-0.045,1,beta
cingulate,-0.045,1,beta
dorsal premotor,-0.045,1,beta
nucleus,-0.046,1,beta
basal,-0.046,1,beta
tapping,-0.046,1,beta
motor performance,-0.047,1,beta
finger tapping,-0.047,1,beta
motor network,-0.047,1,beta
cortex supplementary,-0.047,1,beta
finger movements,-0.048,1,beta
ganglia,-0.048,1,beta
somatosensory,-0.048,1,beta
basal ganglia,-0.048,1,beta
nuclei,-0.048,1,beta
ipsilateral,-0.05,1,beta
motor sma,-0.05,1,beta
motor premotor,-0.05,1,beta
coordination,-0.05,1,beta
primary,-0.05,1,beta
primary sensorimotor,-0.05,1,beta
vermis,-0.051,1,beta
foot,-0.052,1,beta
limb,-0.052,1,beta
cortex m1,-0.053,1,beta
m1,-0.054,1,beta
hand,-0.054,1,beta
prefrontal cortex,-0.055,1,beta
premotor cortex,-0.056,1,beta
movements,-0.057,1,beta
motor imagery,-0.057,1,beta
lobules,-0.057,1,beta
vi,-0.059,1,beta
premotor,-0.063,1,beta
finger,-0.063,1,beta
sensorimotor cortex,-0.064,1,beta
prefrontal,-0.066,1,beta
supplementary,-0.067,1,beta
supplementary motor,-0.068,1,beta
movement,-0.07,1,beta
cerebellar,-0.071,1,beta
sensorimotor,-0.077,1,beta
motor cortex,-0.077,1,beta
primary motor,-0.079,1,beta
cerebellum,-0.08,1,beta
motor,-0.084,1,beta
medial prefrontal,0.209,1,deltatheta
medial,0.189,1,deltatheta
mpfc,0.175,1,deltatheta
prefrontal,0.169,1,deltatheta
anterior temporal,0.168,1,deltatheta
comprehension,0.167,1,deltatheta
temporal,0.161,1,deltatheta
pole,0.158,1,deltatheta
prefrontal cortex,0.158,1,deltatheta
social,0.157,1,deltatheta
theory mind,0.151,1,deltatheta
cortex mpfc,0.147,1,deltatheta
sentences,0.146,1,deltatheta
anterior,0.142,1,deltatheta
temporal pole,0.141,1,deltatheta
cingulate cortex,0.139,1,deltatheta
anterior cingulate,0.139,1,deltatheta
linguistic,0.136,1,deltatheta
mind,0.135,1,deltatheta
vmpfc,0.135,1,deltatheta
temporal gyrus,0.134,1,deltatheta
cingulate,0.132,1,deltatheta
speaker,0.131,1,deltatheta
cortex vmpfc,0.128,1,deltatheta
orbitofrontal,0.124,1,deltatheta
acc,0.124,1,deltatheta
anterior superior,0.124,1,deltatheta
ventromedial prefrontal,0.123,1,deltatheta
ventromedial,0.122,1,deltatheta
superior temporal,0.122,1,deltatheta
orbitofrontal cortex,0.122,1,deltatheta
spoken,0.12,1,deltatheta
language,0.118,1,deltatheta
language comprehension,0.117,1,deltatheta
middle temporal,0.117,1,deltatheta
listening,0.116,1,deltatheta
cortex acc,0.116,1,deltatheta
sentence,0.116,1,deltatheta
autobiographical,0.114,1,deltatheta
mind tom,0.111,1,deltatheta
tom,0.111,1,deltatheta
mental states,0.111,1,deltatheta
mentalizing,0.11,1,deltatheta
temporal sulcus,0.109,1,deltatheta
semantic,0.109,1,deltatheta
sts,0.108,1,deltatheta
self referential,0.108,1,deltatheta
medial pfc,0.101,1,deltatheta
heard,0.101,1,deltatheta
fronto temporal,0.1,1,deltatheta
speech,0.099,1,deltatheta
referential,0.099,1,deltatheta
syntactic,0.098,1,deltatheta
lateral orbitofrontal,0.096,1,deltatheta
theory,0.096,1,deltatheta
temporal frontal,0.095,1,deltatheta
mtg,0.093,1,deltatheta
listened,0.091,1,deltatheta
voice,0.09,1,deltatheta
superior,0.089,1,deltatheta
sulcus sts,0.089,1,deltatheta
person,0.088,1,deltatheta
sounds,0.087,1,deltatheta
speech perception,0.087,1,deltatheta
auditory,0.086,1,deltatheta
acoustic,0.086,1,deltatheta
ofc,0.082,1,deltatheta
lateral,0.081,1,deltatheta
language network,0.079,1,deltatheta
music,0.079,1,deltatheta
musical,0.078,1,deltatheta
gyrus,0.077,1,deltatheta
cortex ofc,0.077,1,deltatheta
beliefs,0.076,1,deltatheta
lateral temporal,0.075,1,deltatheta
social cognitive,0.074,1,deltatheta
temporal gyri,0.074,1,deltatheta
dorsomedial,0.073,1,deltatheta
temporal lobes,0.073,1,deltatheta
medial lateral,0.072,1,deltatheta
valence,0.071,1,deltatheta
social cognition,0.071,1,deltatheta
default,0.069,1,deltatheta
social interactions,0.068,1,deltatheta
dorsomedial prefrontal,0.068,1,deltatheta
rostral anterior,0.066,1,deltatheta
vlpfc,0.066,1,deltatheta
inferior frontal,0.064,1,deltatheta
dorsal anterior,0.063,1,deltatheta
gyrus stg,0.062,1,deltatheta
auditory stimuli,0.062,1,deltatheta
temporal cortex,0.062,1,deltatheta
emotional,0.061,1,deltatheta
pfc,0.06,1,deltatheta
cognition,0.06,1,deltatheta
default mode,0.059,1,deltatheta
words,0.058,1,deltatheta
audiovisual,0.058,1,deltatheta
cortex posterior,0.057,1,deltatheta
ventrolateral,0.057,1,deltatheta
posterior middle,0.056,1,deltatheta
lexical,0.055,1,deltatheta
value,0.055,1,deltatheta
experiences,0.055,1,deltatheta
cortex anterior,0.054,1,deltatheta
autobiographical memory,0.054,1,deltatheta
concrete,0.053,1,deltatheta
moral,0.053,1,deltatheta
ventral medial,0.052,1,deltatheta
frontal gyrus,0.052,1,deltatheta
posterior cingulate,0.052,1,deltatheta
positive negative,0.051,1,deltatheta
personal,0.051,1,deltatheta
modality,0.05,1,deltatheta
dacc,0.05,1,deltatheta
mood,0.05,1,deltatheta
auditory cortex,0.049,1,deltatheta
social interaction,0.049,1,deltatheta
visual auditory,0.048,1,deltatheta
medial orbitofrontal,0.048,1,deltatheta
lateral prefrontal,0.048,1,deltatheta
temporale,0.045,1,deltatheta
planum temporale,0.045,1,deltatheta
sound,0.045,1,deltatheta
posterior temporal,0.045,1,deltatheta
hearing,0.045,1,deltatheta
phonological,0.044,1,deltatheta
midline,0.043,1,deltatheta
negative neutral,0.043,1,deltatheta
planum,0.043,1,deltatheta
integration,0.043,1,deltatheta
vocal,0.042,1,deltatheta
core,0.042,1,deltatheta
rostral,0.041,1,deltatheta
frontopolar,0.041,1,deltatheta
lobes,0.041,1,deltatheta
temporoparietal junction,0.041,1,deltatheta
posterior superior,0.041,1,deltatheta
construction,0.041,1,deltatheta
empathic,0.04,1,deltatheta
auditory visual,0.039,1,deltatheta
paralimbic,0.039,1,deltatheta
thinking,0.038,1,deltatheta
cortex dacc,0.038,1,deltatheta
word,0.038,1,deltatheta
anterior prefrontal,0.037,1,deltatheta
speaking,0.037,1,deltatheta
insula anterior,0.036,1,deltatheta
inferior,0.035,1,deltatheta
cortex pfc,0.035,1,deltatheta
written,0.035,1,deltatheta
craving,0.035,1,deltatheta
subgenual,0.035,1,deltatheta
reappraisal,0.035,1,deltatheta
pcc,0.035,1,deltatheta
choose,0.035,1,deltatheta
read,0.035,1,deltatheta
memories,0.035,1,deltatheta
primary auditory,0.034,1,deltatheta
lateralized,0.034,1,deltatheta
sentence comprehension,0.034,1,deltatheta
money,0.034,1,deltatheta
belief,0.034,1,deltatheta
affective,0.033,1,deltatheta
default network,0.033,1,deltatheta
empathy,0.033,1,deltatheta
ifg,0.033,1,deltatheta
frontal,0.033,1,deltatheta
heschl,0.032,1,deltatheta
natural,0.032,1,deltatheta
semantically,0.032,1,deltatheta
heschl gyrus,0.032,1,deltatheta
verbs,0.031,1,deltatheta
negative,0.031,1,deltatheta
cortex dmpfc,0.031,1,deltatheta
decoding,0.031,1,deltatheta
reading,0.03,1,deltatheta
ambiguous,0.03,1,deltatheta
ventrolateral prefrontal,0.03,1,deltatheta
traits,0.03,1,deltatheta
abstract,0.03,1,deltatheta
repetition,0.029,1,deltatheta
health,0.029,1,deltatheta
dmpfc,0.028,1,deltatheta
communication,0.028,1,deltatheta
verb,0.028,1,deltatheta
noise,0.028,1,deltatheta
error,0.028,1,deltatheta
relational,0.028,1,deltatheta
anterior medial,0.028,1,deltatheta
interpersonal,0.028,1,deltatheta
amygdala,0.028,1,deltatheta
temporoparietal,0.028,1,deltatheta
frontotemporal,0.028,1,deltatheta
stop signal,0.028,1,deltatheta
medial frontal,0.028,1,deltatheta
temporal lobe,0.028,1,deltatheta
broca,0.027,1,deltatheta
network dmn,0.027,1,deltatheta
gyrus ifg,0.027,1,deltatheta
concepts,0.027,1,deltatheta
inference,0.026,1,deltatheta
english,0.026,1,deltatheta
food,0.025,1,deltatheta
retrieval,0.025,1,deltatheta
fluency,0.025,1,deltatheta
emotions,0.025,1,deltatheta
resting,0.025,1,deltatheta
languages,0.025,1,deltatheta
cortex pcc,0.025,1,deltatheta
posterior,0.025,1,deltatheta
remembering,0.025,1,deltatheta
conflict,0.024,1,deltatheta
salience network,0.024,1,deltatheta
reactions,0.024,1,deltatheta
ptsd,0.024,1,deltatheta
retrieved,0.023,1,deltatheta
orbital,0.023,1,deltatheta
reversal,0.023,1,deltatheta
pitch,0.023,1,deltatheta
posterior anterior,0.023,1,deltatheta
memory retrieval,0.023,1,deltatheta
semantic memory,0.023,1,deltatheta
personality traits,0.023,1,deltatheta
temporal inferior,0.023,1,deltatheta
choices,0.023,1,deltatheta
negative positive,0.023,1,deltatheta
intentions,0.022,1,deltatheta
mci,0.022,1,deltatheta
dorsal medial,0.022,1,deltatheta
dmn,0.022,1,deltatheta
hemisphere,0.022,1,deltatheta
speakers,0.022,1,deltatheta
taste,0.022,1,deltatheta
junction,0.022,1,deltatheta
judgment,0.021,1,deltatheta
smoking,0.021,1,deltatheta
amnestic,0.021,1,deltatheta
people,0.021,1,deltatheta
errors,0.02,1,deltatheta
dementia,0.02,1,deltatheta
regulate,0.02,1,deltatheta
frontal temporal,0.02,1,deltatheta
judgments,0.02,1,deltatheta
evaluations,0.02,1,deltatheta
reward,0.02,1,deltatheta
reasoning,0.02,1,deltatheta
conceptual,0.019,1,deltatheta
asd,0.019,1,deltatheta
pleasant,0.019,1,deltatheta
unimodal,0.019,1,deltatheta
mental state,0.019,1,deltatheta
superior middle,0.019,1,deltatheta
inferences,0.018,1,deltatheta
salient,0.018,1,deltatheta
signal task,0.018,1,deltatheta
spectrum disorders,0.018,1,deltatheta
intention,0.018,1,deltatheta
pars,0.018,1,deltatheta
stroop task,0.018,1,deltatheta
decision making,0.017,1,deltatheta
cortex hippocampus,0.017,1,deltatheta
events,0.017,1,deltatheta
implicit,0.017,1,deltatheta
cortex amygdala,0.017,1,deltatheta
psts,0.016,1,deltatheta
disorder ocd,0.016,1,deltatheta
discriminative,0.016,1,deltatheta
temporo,0.016,1,deltatheta
dorsolateral,0.016,1,deltatheta
negative affect,0.016,1,deltatheta
temporo parietal,0.016,1,deltatheta
cortex lateral,0.016,1,deltatheta
gyrus superior,0.016,1,deltatheta
resting state,0.016,1,deltatheta
perception,0.016,1,deltatheta
feelings,0.015,1,deltatheta
nouns,0.015,1,deltatheta
inhibitory control,0.015,1,deltatheta
tone,0.015,1,deltatheta
cingulate cortices,0.015,1,deltatheta
spectrum,0.014,1,deltatheta
amygdala anterior,0.014,1,deltatheta
violations,0.014,1,deltatheta
naturalistic,0.014,1,deltatheta
emotion regulation,0.013,1,deltatheta
agent,0.013,1,deltatheta
streams,0.013,1,deltatheta
lateralization,0.013,1,deltatheta
cognitive function,0.013,1,deltatheta
arousal,0.013,1,deltatheta
familiarity,0.013,1,deltatheta
gain,0.013,1,deltatheta
subjective,0.013,1,deltatheta
hub,0.013,1,deltatheta
autism spectrum,0.013,1,deltatheta
lateral parietal,0.013,1,deltatheta
negative feedback,0.013,1,deltatheta
rules,0.013,1,deltatheta
ocd,0.012,1,deltatheta
visually presented,0.012,1,deltatheta
spectrum disorder,0.012,1,deltatheta
stop,0.012,1,deltatheta
personality,0.012,1,deltatheta
decision,0.012,1,deltatheta
control processes,0.011,1,deltatheta
executive,0.011,1,deltatheta
compulsive disorder,0.011,1,deltatheta
placebo,0.011,1,deltatheta
thought,0.011,1,deltatheta
preferences,0.011,1,deltatheta
middle inferior,0.011,1,deltatheta
dyslexia,0.011,1,deltatheta
anterior insula,0.011,1,deltatheta
musicians,0.01,1,deltatheta
insula,0.01,1,deltatheta
frontal cortex,0.01,1,deltatheta
conflicting,0.01,1,deltatheta
consistency,0.01,1,deltatheta
gyrus insula,0.01,1,deltatheta
gyrus medial,0.01,1,deltatheta
contextual,0.01,1,deltatheta
verbal fluency,0.01,1,deltatheta
outcomes,0.01,1,deltatheta
eating,0.009,1,deltatheta
cognitive emotional,0.009,1,deltatheta
amygdala hippocampus,0.009,1,deltatheta
posterior inferior,0.009,1,deltatheta
retention,0.009,1,deltatheta
parahippocampus,0.009,1,deltatheta
ventral anterior,0.009,1,deltatheta
strategic,0.009,1,deltatheta
inferior prefrontal,0.008,1,deltatheta
socially,0.008,1,deltatheta
ba 44,0.008,1,deltatheta
choice,0.008,1,deltatheta
ventral striatum,0.008,1,deltatheta
genes,0.008,1,deltatheta
pseudowords,0.008,1,deltatheta
likelihood,0.008,1,deltatheta
dorsolateral prefrontal,0.008,1,deltatheta
forms,0.008,1,deltatheta
lateral medial,0.007,1,deltatheta
experiencing,0.007,1,deltatheta
controls,0.007,1,deltatheta
fronto striatal,0.007,1,deltatheta
gyrus middle,0.006,1,deltatheta
videos,0.006,1,deltatheta
autism,0.006,1,deltatheta
gyrus posterior,0.006,1,deltatheta
stroop,0.006,1,deltatheta
rule,0.006,1,deltatheta
recollection,0.006,1,deltatheta
response selection,0.006,1,deltatheta
functional connectivity,0.006,1,deltatheta
appraisal,0.006,1,deltatheta
stress,0.006,1,deltatheta
sad,0.006,1,deltatheta
cortex superior,0.005,1,deltatheta
